age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue,population,GDP_inhab
37.0,5.0,44.0,Fem,False,5.0,China,157.0,1360720000,9055
30.0,5.0,44.0,Masc,True,4.0,China,137.0,1360720000,9055
27.0,7.0,57.0,Masc,True,4.0,China,159.0,1360720000,9055
31.0,8.0,42.0,Masc,False,3.0,China,55.0,1360720000,9055
54.0,6.0,42.0,Fem,False,2.0,China,77.0,1360720000,9055
39.0,3.0,31.24376731301939,Masc,False,6.0,China,106.0,1360720000,9055
36.691505673106406,8.0,31.24376731301939,Masc,False,3.0,China,114.0,1360720000,9055
40.0,5.0,57.0,Fem,False,6.0,China,90.0,1360720000,9055
35.0,10.0,31.24376731301939,Masc,False,5.0,China,150.0,1360720000,9055
27.0,4.0,28.0,Fem,False,5.0,China,85.0,1360720000,9055
35.0,5.725133689839573,31.24376731301939,Fem,False,6.0,China,304.0,1360720000,9055
48.0,8.0,15.5,Masc,False,4.0,China,97.0,1360720000,9055
19.0,4.0,31.24376731301939,Fem,False,7.0,China,207.0,1360720000,9055
24.0,5.0,28.0,Masc,False,0.0,China,49.0,1360720000,9055
29.0,7.0,42.0,Masc,False,1.0,China,85.0,1360720000,9055
27.0,4.0,42.0,Fem,True,6.0,India,54.0,1241100000,3843
34.0,6.0,57.0,Fem,False,0.0,India,53.0,1241100000,3843
39.0,4.0,22.0,Fem,True,4.0,India,100.0,1241100000,3843
31.0,5.0,44.0,Fem,False,2.0,India,56.0,1241100000,3843
53.0,8.0,44.0,Fem,True,5.0,India,149.0,1241100000,3843
20.0,4.0,31.24376731301939,Fem,True,1.0,India,86.0,1241100000,3843
44.0,6.0,44.0,Fem,False,1.0,India,30.0,1241100000,3843
34.0,5.0,42.0,Masc,False,4.0,India,121.0,1241100000,3843
50.0,7.0,15.5,Fem,False,2.0,India,28.0,1241100000,3843
26.0,6.0,44.0,Masc,False,4.0,India,147.0,1241100000,3843
35.0,5.0,42.0,Fem,False,9.0,India,160.0,1241100000,3843
26.0,4.0,22.0,Fem,True,2.0,India,22.0,1241100000,3843
29.0,8.0,10.0,Fem,True,6.0,India,26.0,1241100000,3843
40.0,5.0,44.0,Masc,True,2.0,India,56.0,1241100000,3843
45.0,4.0,31.24376731301939,Masc,True,5.0,India,261.0,1241100000,3843
38.0,6.0,28.0,Fem,False,1.0,India,28.0,1241100000,3843
36.691505673106406,5.0,42.0,Fem,False,4.0,India,80.0,1241100000,3843
33.0,2.0,31.24376731301939,Fem,False,10.0,India,211.0,1241100000,3843
34.0,3.0,22.0,Fem,False,5.0,India,76.0,1241100000,3843
37.0,4.0,15.5,Fem,False,3.0,India,19.0,1241100000,3843
47.0,7.0,15.5,Fem,True,6.0,India,43.0,1241100000,3843
32.0,6.0,31.24376731301939,Masc,False,2.0,India,74.0,1241100000,3843
48.0,5.0,57.0,Masc,False,2.0,India,58.0,1241100000,3843
45.0,4.0,57.0,Masc,False,6.0,India,77.0,1241100000,3843
34.0,9.0,10.0,Fem,False,5.0,India,55.0,1241100000,3843
46.0,9.0,44.0,Fem,False,6.0,India,178.0,1241100000,3843
41.0,3.0,22.0,Masc,False,7.0,India,59.0,1241100000,3843
23.0,7.0,44.0,Fem,False,3.0,India,49.0,1241100000,3843
35.0,4.0,44.0,Fem,True,6.0,India,51.0,1241100000,3843
47.0,3.0,31.24376731301939,Fem,False,10.0,India,137.0,1241100000,3843
41.0,7.0,15.5,Fem,False,2.0,India,14.0,1241100000,3843
36.691505673106406,9.0,22.0,Fem,False,1.0,India,45.0,1241100000,3843
37.0,6.0,28.0,Fem,False,4.0,India,78.0,1241100000,3843
34.0,6.0,42.0,Fem,True,10.0,India,50.0,1241100000,3843
41.0,3.0,42.0,Fem,False,7.0,India,74.0,1241100000,3843
43.0,3.0,44.0,Fem,True,4.0,India,154.0,1241100000,3843
30.0,3.0,22.0,Fem,False,0.0,India,20.0,1241100000,3843
38.0,9.0,22.0,Masc,False,4.0,India,28.0,1241100000,3843
52.0,7.0,15.5,Fem,False,5.0,India,60.0,1241100000,3843
31.0,6.0,57.0,Masc,False,3.0,India,23.0,1241100000,3843
40.0,4.0,10.0,Fem,True,6.0,India,50.0,1241100000,3843
51.0,6.0,31.24376731301939,Fem,False,0.0,India,88.0,1241100000,3843
26.0,4.0,57.0,Fem,True,4.0,India,171.0,1241100000,3843
37.0,5.0,15.5,Masc,False,2.0,India,41.0,1241100000,3843
27.0,8.0,42.0,Masc,True,5.0,India,123.0,1241100000,3843
28.0,4.0,44.0,Fem,True,1.0,India,49.0,1241100000,3843
60.0,6.0,28.0,Fem,False,1.0,India,29.0,1241100000,3843
33.0,5.0,31.24376731301939,Fem,False,4.0,India,184.0,1241100000,3843
39.0,7.0,15.5,Fem,False,2.0,India,22.0,1241100000,3843
36.0,6.0,22.0,Fem,False,4.0,India,82.0,1241100000,3843
25.0,5.0,31.24376731301939,Fem,False,9.0,India,113.53497516556291,1241100000,3843
53.0,4.0,22.0,Masc,True,2.0,India,22.0,1241100000,3843
50.0,8.0,42.0,Masc,True,6.0,India,123.0,1241100000,3843
42.0,5.0,15.5,Masc,True,2.0,India,19.0,1241100000,3843
32.0,4.0,22.0,Fem,True,5.0,India,50.0,1241100000,3843
40.0,6.0,22.0,Fem,False,1.0,India,15.0,1241100000,3843
32.0,5.0,31.24376731301939,Masc,False,4.0,India,161.0,1241100000,3843
45.0,2.0,44.0,Fem,False,10.0,India,84.0,1241100000,3843
40.0,3.0,22.0,Fem,False,5.0,India,69.0,1241100000,3843
46.0,4.0,57.0,Fem,False,3.0,India,43.0,1241100000,3843
27.0,7.0,42.0,Fem,True,6.0,India,131.0,1241100000,3843
43.0,6.0,57.0,Fem,False,2.0,India,46.0,1241100000,3843
39.0,5.0,22.0,Fem,False,2.0,India,27.0,1241100000,3843
45.0,4.0,44.0,Fem,False,6.0,India,116.0,1241100000,3843
37.0,9.0,44.0,Fem,False,5.0,India,123.0,1241100000,3843
32.0,9.0,31.24376731301939,Fem,False,6.0,India,133.0,1241100000,3843
37.0,3.0,44.0,Fem,False,7.0,India,67.0,1241100000,3843
22.0,7.0,42.0,Masc,False,3.0,India,28.0,1241100000,3843
34.0,4.0,15.5,Fem,True,6.0,India,55.0,1241100000,3843
29.0,3.0,44.0,Masc,False,10.0,India,78.0,1241100000,3843
36.0,7.0,42.0,Fem,False,2.0,India,33.0,1241100000,3843
45.0,9.0,22.0,Fem,False,1.0,India,48.0,1241100000,3843
37.0,6.0,10.0,Fem,False,4.0,India,63.0,1241100000,3843
32.0,6.0,44.0,Masc,True,10.0,India,140.0,1241100000,3843
43.0,3.0,31.24376731301939,Masc,False,7.0,India,197.0,1241100000,3843
47.0,3.0,28.0,Fem,True,4.0,India,70.0,1241100000,3843
43.0,3.0,42.0,Fem,False,0.0,India,38.0,1241100000,3843
37.0,9.0,31.24376731301939,Fem,False,4.0,India,216.0,1241100000,3843
34.0,7.0,22.0,Fem,False,5.0,India,69.0,1241100000,3843
37.0,6.0,15.5,Fem,False,3.0,India,14.0,1241100000,3843
31.0,4.0,15.5,Fem,True,6.0,India,53.0,1241100000,3843
34.0,6.0,31.24376731301939,Masc,False,0.0,India,117.0,1241100000,3843
34.0,4.0,57.0,Masc,True,4.0,India,153.0,1241100000,3843
33.0,5.0,57.0,Masc,False,2.0,India,46.0,1241100000,3843
46.0,8.0,10.0,Fem,True,5.0,India,40.0,1241100000,3843
37.0,4.0,44.0,Fem,True,1.0,India,20.0,1241100000,3843
46.0,6.0,22.0,Masc,False,1.0,India,31.0,1241100000,3843
48.0,5.0,44.0,Fem,False,4.0,India,128.0,1241100000,3843
43.0,7.0,44.0,Fem,False,2.0,India,50.0,1241100000,3843
49.0,6.0,31.24376731301939,Fem,False,4.0,India,196.0,1241100000,3843
32.0,5.0,15.5,Fem,False,9.0,India,39.0,1241100000,3843
33.0,4.0,22.0,Fem,True,2.0,India,28.0,1241100000,3843
36.0,8.0,28.0,Fem,True,6.0,India,96.0,1241100000,3843
43.0,5.0,42.0,Fem,True,2.0,India,4.0,1241100000,3843
45.0,4.0,42.0,Fem,True,5.0,India,143.0,1241100000,3843
27.0,6.0,44.0,Fem,False,1.0,India,42.0,1241100000,3843
33.0,5.0,22.0,Fem,False,4.0,India,63.0,1241100000,3843
38.0,2.0,22.0,Masc,False,10.0,India,33.0,1241100000,3843
32.0,3.0,15.5,Fem,False,5.0,India,35.0,1241100000,3843
46.0,4.0,57.0,Masc,False,3.0,India,73.0,1241100000,3843
45.0,7.0,10.0,Fem,True,6.0,India,57.0,1241100000,3843
45.0,6.0,31.24376731301939,Fem,False,2.0,India,55.0,1241100000,3843
47.0,5.0,57.0,Fem,False,2.0,India,34.0,1241100000,3843
22.0,4.0,15.5,Masc,False,6.0,India,83.0,1241100000,3843
36.691505673106406,9.0,42.0,Masc,False,5.0,India,110.0,1241100000,3843
34.0,9.0,44.0,Fem,False,6.0,India,86.0,1241100000,3843
36.0,3.0,28.0,Fem,False,7.0,India,63.0,1241100000,3843
39.0,7.0,31.24376731301939,Fem,False,3.0,India,56.0,1241100000,3843
47.0,4.0,15.5,Fem,True,6.0,India,46.0,1241100000,3843
40.0,3.0,22.0,Fem,False,10.0,India,71.0,1241100000,3843
47.0,7.0,31.24376731301939,Fem,False,2.0,India,52.0,1241100000,3843
33.0,9.0,22.0,Masc,False,1.0,India,34.0,1241100000,3843
35.0,6.0,42.0,Masc,False,4.0,India,104.0,1241100000,3843
22.0,6.0,15.5,Masc,True,10.0,India,51.0,1241100000,3843
29.0,3.0,22.0,Fem,False,7.0,India,54.0,1241100000,3843
36.691505673106406,3.0,22.0,Fem,True,4.0,India,44.0,1241100000,3843
27.0,3.0,31.24376731301939,Masc,False,0.0,India,69.0,1241100000,3843
26.0,9.0,44.0,Fem,False,4.0,India,76.0,1241100000,3843
35.0,7.0,22.0,Fem,False,5.0,India,74.0,1241100000,3843
30.0,6.0,57.0,Fem,False,3.0,India,18.0,1241100000,3843
55.0,4.0,42.0,Fem,True,6.0,India,91.0,1241100000,3843
33.0,6.0,57.0,Fem,False,0.0,India,10.0,1241100000,3843
31.0,4.0,22.0,Fem,True,4.0,India,55.0,1241100000,3843
43.0,5.0,44.0,Fem,False,2.0,India,34.0,1241100000,3843
45.0,8.0,44.0,Fem,True,5.0,India,126.0,1241100000,3843
33.0,4.0,31.24376731301939,Fem,True,1.0,India,78.0,1241100000,3843
33.0,6.0,44.0,Fem,False,1.0,India,44.0,1241100000,3843
46.0,5.0,42.0,Masc,False,4.0,India,78.0,1241100000,3843
22.0,7.0,15.5,Fem,False,2.0,India,16.0,1241100000,3843
24.0,6.0,44.0,Masc,False,4.0,India,114.0,1241100000,3843
45.0,5.0,42.0,Fem,False,9.0,India,103.0,1241100000,3843
27.0,4.0,22.0,Fem,True,2.0,India,18.0,1241100000,3843
45.0,8.0,10.0,Fem,True,6.0,India,33.0,1241100000,3843
36.0,5.0,44.0,Masc,True,2.0,India,43.0,1241100000,3843
28.0,4.0,31.24376731301939,Masc,True,5.0,India,64.0,1241100000,3843
30.0,6.0,28.0,Fem,False,1.0,India,28.0,1241100000,3843
50.0,5.0,42.0,Fem,False,4.0,India,99.0,1241100000,3843
19.0,2.0,31.24376731301939,Fem,False,10.0,India,147.0,1241100000,3843
35.0,3.0,22.0,Fem,False,5.0,India,100.0,1241100000,3843
36.691505673106406,4.0,15.5,Fem,False,3.0,India,27.0,1241100000,3843
32.0,7.0,15.5,Fem,True,6.0,India,41.0,1241100000,3843
41.0,6.0,31.24376731301939,Masc,False,2.0,India,66.0,1241100000,3843
37.0,5.0,57.0,Masc,False,2.0,India,56.0,1241100000,3843
30.0,4.0,57.0,Masc,False,6.0,India,67.0,1241100000,3843
36.0,9.0,10.0,Fem,False,5.0,India,60.0,1241100000,3843
43.0,9.0,44.0,Fem,False,6.0,India,84.0,1241100000,3843
44.0,3.0,22.0,Masc,False,7.0,India,46.0,1241100000,3843
42.0,7.0,44.0,Fem,False,3.0,India,40.0,1241100000,3843
31.0,4.0,44.0,Fem,True,6.0,India,162.0,1241100000,3843
29.0,3.0,31.24376731301939,Fem,False,10.0,India,193.0,1241100000,3843
34.0,7.0,15.5,Fem,False,2.0,India,26.0,1241100000,3843
40.0,9.0,22.0,Fem,False,1.0,India,21.0,1241100000,3843
37.0,6.0,28.0,Fem,False,4.0,India,85.0,1241100000,3843
40.0,6.0,42.0,Fem,True,10.0,India,168.0,1241100000,3843
33.0,3.0,42.0,Fem,False,7.0,India,110.0,1241100000,3843
36.691505673106406,3.0,44.0,Fem,True,4.0,India,76.0,1241100000,3843
26.0,3.0,22.0,Fem,False,0.0,India,28.0,1241100000,3843
28.0,9.0,22.0,Masc,False,4.0,India,69.0,1241100000,3843
54.0,7.0,15.5,Fem,False,5.0,India,42.0,1241100000,3843
36.0,6.0,57.0,Masc,False,3.0,India,42.0,1241100000,3843
38.0,4.0,10.0,Fem,True,6.0,India,48.0,1241100000,3843
31.0,6.0,31.24376731301939,Fem,False,0.0,India,75.0,1241100000,3843
45.0,4.0,57.0,Fem,True,4.0,India,133.0,1241100000,3843
48.0,5.0,15.5,Masc,False,2.0,India,23.0,1241100000,3843
37.0,8.0,42.0,Masc,True,5.0,India,77.0,1241100000,3843
24.0,4.0,44.0,Fem,True,1.0,India,51.0,1241100000,3843
37.0,6.0,28.0,Fem,False,1.0,India,32.0,1241100000,3843
38.0,5.0,31.24376731301939,Fem,False,4.0,India,143.0,1241100000,3843
28.0,7.0,15.5,Fem,False,2.0,India,28.0,1241100000,3843
37.0,6.0,22.0,Fem,False,4.0,India,71.0,1241100000,3843
30.0,5.0,31.24376731301939,Fem,False,9.0,India,251.0,1241100000,3843
29.0,4.0,22.0,Masc,True,2.0,India,29.0,1241100000,3843
36.0,8.0,42.0,Masc,True,6.0,India,73.0,1241100000,3843
46.0,5.0,15.5,Masc,True,2.0,India,21.0,1241100000,3843
45.0,4.0,22.0,Fem,True,5.0,India,35.0,1241100000,3843
